,work,composer,date
0,A Midsummer Night's Dream,Benjamin Britten,1981-06-21
1,A Midsummer Night's Dream,Benjamin Britten,1981-06-23
2,A Midsummer Night's Dream,Benjamin Britten,1981-06-25
3,A Midsummer Night's Dream,Benjamin Britten,1981-06-27
4,A Midsummer Night's Dream,Benjamin Britten,1981-07-01
5,A Midsummer Night's Dream,Benjamin Britten,1981-07-03
6,A Midsummer Night's Dream,Benjamin Britten,1981-07-05
7,A Midsummer Night's Dream,Benjamin Britten,1981-07-07
8,A Midsummer Night's Dream,Benjamin Britten,1981-07-10
9,A Midsummer Night's Dream,Benjamin Britten,1981-07-12
10,A Midsummer Night's Dream,Benjamin Britten,1981-08-24
11,A Midsummer Night's Dream,Benjamin Britten,1981-09-26
12,A Midsummer Night's Dream,Benjamin Britten,1981-09-28
13,A Midsummer Night's Dream,Benjamin Britten,1981-10-01
14,A Midsummer Night's Dream,Benjamin Britten,1981-10-09
15,A Midsummer Night's Dream,Benjamin Britten,1981-10-16
16,A Midsummer Night's Dream,Benjamin Britten,1981-10-23
17,A Midsummer Night's Dream,Benjamin Britten,1981-10-30
18,A Midsummer Night's Dream,Benjamin Britten,1984-08-01
19,A Midsummer Night's Dream,Benjamin Britten,1984-08-05
20,A Midsummer Night's Dream,Benjamin Britten,1984-08-07
21,A Midsummer Night's Dream,Benjamin Britten,1984-08-08
22,A Midsummer Night's Dream,Benjamin Britten,1984-08-10
23,A Midsummer Night's Dream,Benjamin Britten,1984-08-12
24,A Midsummer Night's Dream,Benjamin Britten,1984-08-13
25,A Midsummer Night's Dream,Benjamin Britten,1984-08-15
26,A Midsummer Night's Dream,Benjamin Britten,1984-08-17
27,A Midsummer Night's Dream,Benjamin Britten,1985-10-12
28,A Midsummer Night's Dream,Benjamin Britten,1985-10-16
29,A Midsummer Night's Dream,Benjamin Britten,1985-10-17
30,A Midsummer Night's Dream,Benjamin Britten,1985-10-24
31,A Midsummer Night's Dream,Benjamin Britten,1985-10-31
32,A Midsummer Night's Dream,Benjamin Britten,1985-11-06
33,A Midsummer Night's Dream,Benjamin Britten,1985-11-14
34,A Midsummer Night's Dream,Benjamin Britten,1986-02-04
35,A Midsummer Night's Dream,Benjamin Britten,1986-02-06
36,A Midsummer Night's Dream,Benjamin Britten,1986-02-08
37,A Midsummer Night's Dream,Benjamin Britten,1989-06-09
38,A Midsummer Night's Dream,Benjamin Britten,1989-06-12
39,A Midsummer Night's Dream,Benjamin Britten,1989-06-16
40,A Midsummer Night's Dream,Benjamin Britten,1989-06-20
41,A Midsummer Night's Dream,Benjamin Britten,1989-06-27
42,A Midsummer Night's Dream,Benjamin Britten,1989-07-01
43,A Midsummer Night's Dream,Benjamin Britten,1989-07-03
44,A Midsummer Night's Dream,Benjamin Britten,1989-07-08
45,A Midsummer Night's Dream,Benjamin Britten,1989-07-10
46,A Midsummer Night's Dream,Benjamin Britten,1989-07-13
47,A Midsummer Night's Dream,Benjamin Britten,1989-07-17
48,A Midsummer Night's Dream,Benjamin Britten,1989-07-23
49,A Midsummer Night's Dream,Benjamin Britten,2001-05-21
50,A Midsummer Night's Dream,Benjamin Britten,2001-05-25
51,A Midsummer Night's Dream,Benjamin Britten,2001-05-27
52,A Midsummer Night's Dream,Benjamin Britten,2001-06-01
53,A Midsummer Night's Dream,Benjamin Britten,2001-06-03
54,A Midsummer Night's Dream,Benjamin Britten,2001-06-07
55,A Midsummer Night's Dream,Benjamin Britten,2001-06-15
56,A Midsummer Night's Dream,Benjamin Britten,2001-06-19
57,A Midsummer Night's Dream,Benjamin Britten,2001-06-21
58,A Midsummer Night's Dream,Benjamin Britten,2001-06-24
59,A Midsummer Night's Dream,Benjamin Britten,2001-06-26
60,A Midsummer Night's Dream,Benjamin Britten,2001-06-30
61,A Midsummer Night's Dream,Benjamin Britten,2001-07-07
62,A Midsummer Night's Dream,Benjamin Britten,2006-06-11
63,A Midsummer Night's Dream,Benjamin Britten,2006-06-15
64,A Midsummer Night's Dream,Benjamin Britten,2006-06-18
65,A Midsummer Night's Dream,Benjamin Britten,2006-06-21
66,A Midsummer Night's Dream,Benjamin Britten,2006-06-24
67,A Midsummer Night's Dream,Benjamin Britten,2006-06-30
68,A Midsummer Night's Dream,Benjamin Britten,2006-07-09
69,A Midsummer Night's Dream,Benjamin Britten,2006-07-14
70,A Midsummer Night's Dream,Benjamin Britten,2006-07-16
71,A Midsummer Night's Dream,Benjamin Britten,2006-07-22
72,A Midsummer Night's Dream,Benjamin Britten,2006-07-27
73,A Midsummer Night's Dream,Benjamin Britten,2006-08-01
74,A Midsummer Night's Dream,Benjamin Britten,2006-08-07
75,A Midsummer Night's Dream,Benjamin Britten,2016-08-11
76,A Midsummer Night's Dream,Benjamin Britten,2016-08-13
77,A Midsummer Night's Dream,Benjamin Britten,2016-08-16
78,A Midsummer Night's Dream,Benjamin Britten,2016-08-18
79,A Midsummer Night's Dream,Benjamin Britten,2016-08-21
80,A Midsummer Night's Dream,Benjamin Britten,2016-08-23
81,A Midsummer Night's Dream,Benjamin Britten,2016-08-26
82,A Midsummer Night's Dream,Benjamin Britten,2016-08-28
83,Albert Herring,Benjamin Britten,1947-06-20
84,Albert Herring,Benjamin Britten,1947-06-23
85,Albert Herring,Benjamin Britten,1947-06-25
86,Albert Herring,Benjamin Britten,1947-06-28
87,Albert Herring,Benjamin Britten,1947-07-01
88,Albert Herring,Benjamin Britten,1947-07-04
89,Albert Herring,Benjamin Britten,1947-07-08
90,Albert Herring,Benjamin Britten,1947-07-10
91,Albert Herring,Benjamin Britten,1947-07-12
92,Albert Herring,Benjamin Britten,1985-07-05
93,Albert Herring,Benjamin Britten,1985-07-07
94,Albert Herring,Benjamin Britten,1985-07-10
95,Albert Herring,Benjamin Britten,1985-07-12
96,Albert Herring,Benjamin Britten,1985-07-14
97,Albert Herring,Benjamin Britten,1985-07-16
98,Albert Herring,Benjamin Britten,1985-07-20
99,Albert Herring,Benjamin Britten,1985-07-22
100,Albert Herring,Benjamin Britten,1985-07-24
101,Albert Herring,Benjamin Britten,1985-07-26
102,Albert Herring,Benjamin Britten,1985-07-28
103,Albert Herring,Benjamin Britten,1985-07-31
104,Albert Herring,Benjamin Britten,1985-08-02
105,Albert Herring,Benjamin Britten,1985-08-04
106,Albert Herring,Benjamin Britten,1985-08-20
107,Albert Herring,Benjamin Britten,1986-05-27
108,Albert Herring,Benjamin Britten,1986-05-29
109,Albert Herring,Benjamin Britten,1986-05-31
110,Albert Herring,Benjamin Britten,1986-06-05
111,Albert Herring,Benjamin Britten,1986-06-07
112,Albert Herring,Benjamin Britten,1986-06-09
113,Albert Herring,Benjamin Britten,1986-06-13
114,Albert Herring,Benjamin Britten,1986-06-15
115,Albert Herring,Benjamin Britten,1986-06-17
116,Albert Herring,Benjamin Britten,1986-06-19
117,Albert Herring,Benjamin Britten,1986-06-21
118,Albert Herring,Benjamin Britten,1986-06-23
119,Albert Herring,Benjamin Britten,1986-10-10
120,Albert Herring,Benjamin Britten,1986-10-11
121,Albert Herring,Benjamin Britten,1986-10-18
122,Albert Herring,Benjamin Britten,1986-10-25
123,Albert Herring,Benjamin Britten,1986-11-01
124,Albert Herring,Benjamin Britten,1986-11-08
125,Albert Herring,Benjamin Britten,1986-11-15
126,Albert Herring,Benjamin Britten,1986-08-16
127,Albert Herring,Benjamin Britten,1989-02-04
128,Albert Herring,Benjamin Britten,1989-02-05
129,Albert Herring,Benjamin Britten,1989-02-01
130,Albert Herring,Benjamin Britten,1990-05-24
131,Albert Herring,Benjamin Britten,1990-05-26
132,Albert Herring,Benjamin Britten,1990-05-29
133,Albert Herring,Benjamin Britten,1990-06-02
134,Albert Herring,Benjamin Britten,1990-06-04
135,Albert Herring,Benjamin Britten,1990-06-07
136,Albert Herring,Benjamin Britten,1990-06-09
137,Albert Herring,Benjamin Britten,1990-06-14
138,Albert Herring,Benjamin Britten,1990-06-16
139,Albert Herring,Benjamin Britten,1990-06-19
140,Albert Herring,Benjamin Britten,1990-06-23
141,Albert Herring,Benjamin Britten,1990-06-26
142,Albert Herring,Benjamin Britten,2002-08-10
143,Albert Herring,Benjamin Britten,2002-08-13
144,Albert Herring,Benjamin Britten,2002-08-16
145,Albert Herring,Benjamin Britten,2002-08-18
146,Albert Herring,Benjamin Britten,2002-08-20
147,Albert Herring,Benjamin Britten,2002-08-23
148,Albert Herring,Benjamin Britten,2002-08-25
149,Albert Herring,Benjamin Britten,2002-10-19
150,Albert Herring,Benjamin Britten,2002-10-23
151,Albert Herring,Benjamin Britten,2002-10-25
152,Albert Herring,Benjamin Britten,2002-10-31
153,Albert Herring,Benjamin Britten,2002-11-07
154,Albert Herring,Benjamin Britten,2002-11-14
155,Albert Herring,Benjamin Britten,2002-11-21
156,Albert Herring,Benjamin Britten,2002-11-28
157,Albert Herring,Benjamin Britten,2002-12-05
158,Albert Herring,Benjamin Britten,2007-11-01
159,Albert Herring,Benjamin Britten,2007-10-17
160,Albert Herring,Benjamin Britten,2007-10-20
161,Albert Herring,Benjamin Britten,2007-10-24
162,Albert Herring,Benjamin Britten,2007-10-26
163,Albert Herring,Benjamin Britten,2007-11-08
164,Albert Herring,Benjamin Britten,2007-11-15
165,Albert Herring,Benjamin Britten,2007-11-22
166,Albert Herring,Benjamin Britten,2007-11-29
167,Albert Herring,Benjamin Britten,2007-12-04
168,Albert Herring,Benjamin Britten,2007-12-07
169,Albert Herring,Benjamin Britten,2008-06-14
170,Albert Herring,Benjamin Britten,2008-06-18
171,Albert Herring,Benjamin Britten,2008-06-21
172,Albert Herring,Benjamin Britten,2008-06-24
173,Albert Herring,Benjamin Britten,2008-06-27
174,Albert Herring,Benjamin Britten,2008-07-02
175,Albert Herring,Benjamin Britten,2008-07-07
176,Albert Herring,Benjamin Britten,2008-07-12
177,Albert Herring,Benjamin Britten,2008-07-15
178,Albert Herring,Benjamin Britten,2008-07-19
179,Alceste,Christoph Willibald Gluck,1953-06-07
180,Alceste,Christoph Willibald Gluck,1953-06-11
181,Alceste,Christoph Willibald Gluck,1953-06-13
182,Alceste,Christoph Willibald Gluck,1953-06-17
183,Alceste,Christoph Willibald Gluck,1953-06-19
184,Alceste,Christoph Willibald Gluck,1953-06-21
185,Alceste,Christoph Willibald Gluck,1953-07-02
186,Alceste,Christoph Willibald Gluck,1953-07-04
187,Alceste,Christoph Willibald Gluck,1954-06-13
188,Alceste,Christoph Willibald Gluck,1954-06-17
189,Alceste,Christoph Willibald Gluck,1954-06-19
190,Alceste,Christoph Willibald Gluck,1954-06-24
191,Alceste,Christoph Willibald Gluck,1954-07-01
192,Alceste,Christoph Willibald Gluck,1954-07-03
193,Alceste,Christoph Willibald Gluck,1958-05-30
194,Alceste,Christoph Willibald Gluck,1958-06-01
195,Alceste,Christoph Willibald Gluck,1958-06-05
196,Alceste,Christoph Willibald Gluck,1958-06-07
197,Alceste,Christoph Willibald Gluck,1958-06-12
198,Alceste,Christoph Willibald Gluck,1958-06-14
199,Alceste,Christoph Willibald Gluck,1958-06-19
200,Alceste,Christoph Willibald Gluck,1958-06-21
201,Anna Bolena,Gaetano Donizetti,1965-06-11
202,Anna Bolena,Gaetano Donizetti,1965-06-13
203,Anna Bolena,Gaetano Donizetti,1965-06-16
204,Anna Bolena,Gaetano Donizetti,1965-06-20
205,Anna Bolena,Gaetano Donizetti,1965-06-22
206,Anna Bolena,Gaetano Donizetti,1965-06-26
207,Anna Bolena,Gaetano Donizetti,1965-06-29
208,Anna Bolena,Gaetano Donizetti,1965-07-03
209,Anna Bolena,Gaetano Donizetti,1965-07-05
210,Anna Bolena,Gaetano Donizetti,1965-07-09
211,Anna Bolena,Gaetano Donizetti,1965-07-11
212,Anna Bolena,Gaetano Donizetti,1965-07-14
213,Anna Bolena,Gaetano Donizetti,1968-06-30
214,Anna Bolena,Gaetano Donizetti,1968-07-03
215,Anna Bolena,Gaetano Donizetti,1968-07-06
216,Anna Bolena,Gaetano Donizetti,1968-07-08
217,Anna Bolena,Gaetano Donizetti,1968-07-11
218,Anna Bolena,Gaetano Donizetti,1968-07-15
219,Anna Bolena,Gaetano Donizetti,1968-07-18
220,Anna Bolena,Gaetano Donizetti,1968-07-22
221,Anna Bolena,Gaetano Donizetti,1968-07-25
222,Anna Bolena,Gaetano Donizetti,1968-07-28
223,Anna Bolena,Gaetano Donizetti,1968-07-30
224,Anna Bolena,Gaetano Donizetti,1968-08-04
225,Arabella,Richard Strauss,1984-07-07
226,Arabella,Richard Strauss,1984-07-09
227,Arabella,Richard Strauss,1984-07-11
228,Arabella,Richard Strauss,1984-07-14
229,Arabella,Richard Strauss,1984-07-22
230,Arabella,Richard Strauss,1984-07-24
231,Arabella,Richard Strauss,1984-07-28
232,Arabella,Richard Strauss,1984-07-31
233,Arabella,Richard Strauss,1984-08-03
234,Arabella,Richard Strauss,1984-08-06
235,Arabella,Richard Strauss,1984-08-09
236,Arabella,Richard Strauss,1984-08-11
237,Arabella,Richard Strauss,1984-08-14
238,Arabella,Richard Strauss,1984-08-16
239,Arabella,Richard Strauss,1984-08-22
240,Arabella,Richard Strauss,1985-06-14
241,Arabella,Richard Strauss,1985-06-17
242,Arabella,Richard Strauss,1985-06-20
243,Arabella,Richard Strauss,1985-06-22
244,Arabella,Richard Strauss,1985-06-25
245,Arabella,Richard Strauss,1985-06-27
246,Arabella,Richard Strauss,1985-06-30
247,Arabella,Richard Strauss,1985-07-04
248,Arabella,Richard Strauss,1985-07-06
249,Arabella,Richard Strauss,1985-07-09
250,Arabella,Richard Strauss,1985-07-13
251,Arabella,Richard Strauss,1985-07-18
252,Arabella,Richard Strauss,1989-07-16
253,Arabella,Richard Strauss,1989-07-21
254,Arabella,Richard Strauss,1989-07-25
255,Arabella,Richard Strauss,1989-07-29
256,Arabella,Richard Strauss,1989-08-02
257,Arabella,Richard Strauss,1989-08-06
258,Arabella,Richard Strauss,1989-08-09
259,Arabella,Richard Strauss,1989-08-13
260,Arabella,Richard Strauss,1989-08-16
261,Arabella,Richard Strauss,1989-08-18
262,Arabella,Richard Strauss,1989-08-20
263,Arabella,Richard Strauss,1989-08-22
264,Arabella,Richard Strauss,1996-06-23
265,Arabella,Richard Strauss,1996-06-28
266,Arabella,Richard Strauss,1996-07-01
267,Arabella,Richard Strauss,1996-07-07
268,Arabella,Richard Strauss,1996-07-11
269,Arabella,Richard Strauss,1996-07-14
270,Arabella,Richard Strauss,1996-07-19
271,Arabella,Richard Strauss,1996-07-22
272,Arabella,Richard Strauss,1996-07-26
273,Arabella,Richard Strauss,1996-08-04
274,Arabella,Richard Strauss,1996-08-08
275,Arabella,Richard Strauss,1996-08-11
276,Arabella,Richard Strauss,1996-08-14
277,Arabella,Richard Strauss,1996-08-18
278,Arabella,Richard Strauss,1996-08-24
279,Ariadne auf Naxos (1st version),Richard Strauss,1950-08-21
280,Ariadne auf Naxos (1st version),Richard Strauss,1950-08-23
281,Ariadne auf Naxos (1st version),Richard Strauss,1950-08-25
282,Ariadne auf Naxos (1st version),Richard Strauss,1950-08-29
283,Ariadne auf Naxos (1st version),Richard Strauss,1950-08-31
284,Ariadne auf Naxos (1st version),Richard Strauss,1950-09-02
285,Ariadne auf Naxos (1st version),Richard Strauss,1950-09-04
286,Ariadne auf Naxos (1st version),Richard Strauss,1950-09-06
287,Ariadne auf Naxos (1st version),Richard Strauss,1950-09-08
288,Ariadne auf Naxos (1st version),Richard Strauss,1962-07-19
289,Ariadne auf Naxos (1st version),Richard Strauss,1962-07-21
290,Ariadne auf Naxos (1st version),Richard Strauss,1962-07-25
291,Ariadne auf Naxos (1st version),Richard Strauss,1962-07-27
292,Ariadne auf Naxos (1st version),Richard Strauss,1962-07-29
293,Ariadne auf Naxos (1st version),Richard Strauss,1962-08-02
294,Ariadne auf Naxos (1st version),Richard Strauss,1962-08-04
295,Ariadne auf Naxos (1st version),Richard Strauss,1962-08-08
296,Ariadne auf Naxos (1st version),Richard Strauss,1962-08-12
297,Ariadne auf Naxos (1st version),Richard Strauss,1962-08-16
298,Ariadne auf Naxos (1st version),Richard Strauss,1962-08-18
299,Ariadne auf Naxos (2nd version),Richard Strauss,1953-06-24
300,Ariadne auf Naxos (2nd version),Richard Strauss,1953-06-26
301,Ariadne auf Naxos (2nd version),Richard Strauss,1953-06-28
302,Ariadne auf Naxos (2nd version),Richard Strauss,1953-07-01
303,Ariadne auf Naxos (2nd version),Richard Strauss,1953-07-09
304,Ariadne auf Naxos (2nd version),Richard Strauss,1953-07-11
305,Ariadne auf Naxos (2nd version),Richard Strauss,1953-07-18
306,Ariadne auf Naxos (2nd version),Richard Strauss,1953-07-24
307,Ariadne auf Naxos (2nd version),Richard Strauss,1954-06-25
308,Ariadne auf Naxos (2nd version),Richard Strauss,1954-06-27
309,Ariadne auf Naxos (2nd version),Richard Strauss,1954-06-30
310,Ariadne auf Naxos (2nd version),Richard Strauss,1954-07-04
311,Ariadne auf Naxos (2nd version),Richard Strauss,1954-07-16
312,Ariadne auf Naxos (2nd version),Richard Strauss,1954-07-19
313,Ariadne auf Naxos (2nd version),Richard Strauss,1954-08-24
314,Ariadne auf Naxos (2nd version),Richard Strauss,1954-08-26
315,Ariadne auf Naxos (2nd version),Richard Strauss,1954-08-28
316,Ariadne auf Naxos (2nd version),Richard Strauss,1954-09-03
317,Ariadne auf Naxos (2nd version),Richard Strauss,1954-09-08
318,Ariadne auf Naxos (2nd version),Richard Strauss,1954-09-10
319,Ariadne auf Naxos (2nd version),Richard Strauss,1957-07-05
320,Ariadne auf Naxos (2nd version),Richard Strauss,1957-07-07
321,Ariadne auf Naxos (2nd version),Richard Strauss,1957-07-12
322,Ariadne auf Naxos (2nd version),Richard Strauss,1957-07-14
323,Ariadne auf Naxos (2nd version),Richard Strauss,1957-07-16
324,Ariadne auf Naxos (2nd version),Richard Strauss,1957-07-18
325,Ariadne auf Naxos (2nd version),Richard Strauss,1957-07-20
326,Ariadne auf Naxos (2nd version),Richard Strauss,1957-07-23
327,Ariadne auf Naxos (2nd version),Richard Strauss,1958-07-17
328,Ariadne auf Naxos (2nd version),Richard Strauss,1958-07-19
329,Ariadne auf Naxos (2nd version),Richard Strauss,1958-07-21
330,Ariadne auf Naxos (2nd version),Richard Strauss,1958-07-23
331,Ariadne auf Naxos (2nd version),Richard Strauss,1958-07-25
332,Ariadne auf Naxos (2nd version),Richard Strauss,1958-07-27
333,Ariadne auf Naxos (2nd version),Richard Strauss,1958-07-29
334,Ariadne auf Naxos (2nd version),Richard Strauss,1958-07-31
335,Ariadne auf Naxos (2nd version),Richard Strauss,1971-06-16
336,Ariadne auf Naxos (2nd version),Richard Strauss,1971-06-18
337,Ariadne auf Naxos (2nd version),Richard Strauss,1971-06-20
338,Ariadne auf Naxos (2nd version),Richard Strauss,1971-06-25
339,Ariadne auf Naxos (2nd version),Richard Strauss,1971-06-27
340,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-01
341,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-03
342,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-05
343,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-10
344,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-12
345,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-18
346,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-21
347,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-23
348,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-25
349,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-27
350,Ariadne auf Naxos (2nd version),Richard Strauss,1971-07-30
351,Ariadne auf Naxos (2nd version),Richard Strauss,1971-09-08
352,Ariadne auf Naxos (2nd version),Richard Strauss,1971-09-11
353,Ariadne auf Naxos (2nd version),Richard Strauss,1971-09-15
354,Ariadne auf Naxos (2nd version),Richard Strauss,1971-09-17
355,Ariadne auf Naxos (2nd version),Richard Strauss,1971-09-22
356,Ariadne auf Naxos (2nd version),Richard Strauss,1971-09-25
357,Ariadne auf Naxos (2nd version),Richard Strauss,1972-05-21
358,Ariadne auf Naxos (2nd version),Richard Strauss,1972-05-24
359,Ariadne auf Naxos (2nd version),Richard Strauss,1972-05-26
360,Ariadne auf Naxos (2nd version),Richard Strauss,1972-05-28
361,Ariadne auf Naxos (2nd version),Richard Strauss,1972-05-31
362,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-04
363,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-07
364,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-09
365,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-14
366,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-16
367,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-20
368,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-24
369,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-26
370,Ariadne auf Naxos (2nd version),Richard Strauss,1972-06-29
371,Ariadne auf Naxos (2nd version),Richard Strauss,1972-07-03
372,Ariadne auf Naxos (2nd version),Richard Strauss,1972-07-07
373,Ariadne auf Naxos (2nd version),Richard Strauss,1972-07-13
374,Ariadne auf Naxos (2nd version),Richard Strauss,1981-07-08
375,Ariadne auf Naxos (2nd version),Richard Strauss,1981-07-11
376,Ariadne auf Naxos (2nd version),Richard Strauss,1981-07-15
377,Ariadne auf Naxos (2nd version),Richard Strauss,1981-07-17
378,Ariadne auf Naxos (2nd version),Richard Strauss,1981-07-19
379,Ariadne auf Naxos (2nd version),Richard Strauss,1981-07-24
380,Ariadne auf Naxos (2nd version),Richard Strauss,1981-07-28
381,Ariadne auf Naxos (2nd version),Richard Strauss,1981-08-01
382,Ariadne auf Naxos (2nd version),Richard Strauss,1981-08-03
383,Ariadne auf Naxos (2nd version),Richard Strauss,1981-08-06
384,Ariadne auf Naxos (2nd version),Richard Strauss,1981-08-08
385,Ariadne auf Naxos (2nd version),Richard Strauss,1981-08-10
386,Ariadne auf Naxos (2nd version),Richard Strauss,1981-08-13
387,Ariadne auf Naxos (2nd version),Richard Strauss,2013-05-18
388,Ariadne auf Naxos (2nd version),Richard Strauss,2013-05-22
389,Ariadne auf Naxos (2nd version),Richard Strauss,2013-05-25
390,Ariadne auf Naxos (2nd version),Richard Strauss,2013-05-30
391,Ariadne auf Naxos (2nd version),Richard Strauss,2013-06-02
392,Ariadne auf Naxos (2nd version),Richard Strauss,2013-06-04
393,Ariadne auf Naxos (2nd version),Richard Strauss,2013-06-07
394,Ariadne auf Naxos (2nd version),Richard Strauss,2013-06-13
395,Ariadne auf Naxos (2nd version),Richard Strauss,2013-06-16
396,Ariadne auf Naxos (2nd version),Richard Strauss,2013-06-20
397,Ariadne auf Naxos (2nd version),Richard Strauss,2013-06-23
398,Ariadne auf Naxos (2nd version),Richard Strauss,2013-06-28
399,Ariadne auf Naxos (2nd version),Richard Strauss,2013-07-05
400,Ariadne auf Naxos (2nd version),Richard Strauss,2013-07-11
401,Ariadne auf Naxos (2nd version),Richard Strauss,2017-06-25
402,Ariadne auf Naxos (2nd version),Richard Strauss,2017-06-28
403,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-01
404,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-04
405,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-07
406,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-09
407,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-14
408,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-16
409,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-19
410,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-23
411,Ariadne auf Naxos (2nd version),Richard Strauss,2017-07-27
412,Arlecchino,Ferruccio Busoni,1954-06-25
413,Arlecchino,Ferruccio Busoni,1954-06-27
414,Arlecchino,Ferruccio Busoni,1954-06-30
415,Arlecchino,Ferruccio Busoni,1954-07-04
416,Arlecchino,Ferruccio Busoni,1954-07-16
417,Arlecchino,Ferruccio Busoni,1954-07-19
418,Arlecchino,Ferruccio Busoni,1960-08-30
419,Arlecchino,Ferruccio Busoni,1960-09-01
420,Arlecchino,Ferruccio Busoni,1960-09-05
421,Arlecchino,Ferruccio Busoni,1960-09-07
422,Arlecchino,Ferruccio Busoni,1965-09-21
423,Beatrice et Benedict,Hector Berlioz,1993-06-21
424,Beatrice et Benedict,Hector Berlioz,1993-06-23
425,Beatrice et Benedict,Hector Berlioz,1993-06-25
426,Beatrice et Benedict,Hector Berlioz,2016-07-23
427,Beatrice et Benedict,Hector Berlioz,2016-07-27
428,Beatrice et Benedict,Hector Berlioz,2016-07-30
429,Beatrice et Benedict,Hector Berlioz,2016-08-03
430,Beatrice et Benedict,Hector Berlioz,2016-08-05
431,Beatrice et Benedict,Hector Berlioz,2016-08-09
432,Beatrice et Benedict,Hector Berlioz,2016-08-12
433,Beatrice et Benedict,Hector Berlioz,2016-08-15
434,Beatrice et Benedict,Hector Berlioz,2016-08-19
435,Beatrice et Benedict,Hector Berlioz,2016-08-22
436,Beatrice et Benedict,Hector Berlioz,2016-08-25
437,Beatrice et Benedict,Hector Berlioz,2016-08-27
438,Behind the Curtain: Don Giovanni,Wolfgang Amadeus Mozart,2016-10-28
439,Behind the Curtain: Don Giovanni,Wolfgang Amadeus Mozart,2016-11-10
440,Behind the Curtain: Don Giovanni,Wolfgang Amadeus Mozart,2016-11-17
441,Behind the Curtain: Don Giovanni,Wolfgang Amadeus Mozart,2016-11-24
442,Behind the Curtain: Don Giovanni,Wolfgang Amadeus Mozart,2016-12-01
443,Behind the Curtain: Don Giovanni,Wolfgang Amadeus Mozart,2016-12-08
444,Betrothal in a Monastery,Serge Prokofiev,2006-07-23
445,Betrothal in a Monastery,Serge Prokofiev,2006-07-26
446,Betrothal in a Monastery,Serge Prokofiev,2006-07-30
447,Betrothal in a Monastery,Serge Prokofiev,2006-08-04
448,Betrothal in a Monastery,Serge Prokofiev,2006-08-09
449,Betrothal in a Monastery,Serge Prokofiev,2006-08-12
450,Betrothal in a Monastery,Serge Prokofiev,2006-08-15
451,Betrothal in a Monastery,Serge Prokofiev,2006-08-18
452,Betrothal in a Monastery,Serge Prokofiev,2006-08-22
453,Betrothal in a Monastery,Serge Prokofiev,2006-08-25
454,Billy Budd,Benjamin Britten,2010-05-20
455,Billy Budd,Benjamin Britten,2010-05-23
456,Billy Budd,Benjamin Britten,2010-05-26
457,Billy Budd,Benjamin Britten,2010-05-29
458,Billy Budd,Benjamin Britten,2010-06-02
459,Billy Budd,Benjamin Britten,2010-06-05
460,Billy Budd,Benjamin Britten,2010-06-08
461,Billy Budd,Benjamin Britten,2010-06-11
462,Billy Budd,Benjamin Britten,2010-06-16
463,Billy Budd,Benjamin Britten,2010-06-19
464,Billy Budd,Benjamin Britten,2010-06-22
465,Billy Budd,Benjamin Britten,2010-06-27
466,Billy Budd,Benjamin Britten,2013-08-10
467,Billy Budd,Benjamin Britten,2013-08-12
468,Billy Budd,Benjamin Britten,2013-08-15
469,Billy Budd,Benjamin Britten,2013-08-17
470,Billy Budd,Benjamin Britten,2013-08-20
471,Billy Budd,Benjamin Britten,2013-08-22
472,Billy Budd,Benjamin Britten,2013-08-25
473,Billy Budd,Benjamin Britten,2013-08-27
474,Billy Budd,Benjamin Britten,2014-02-07
475,Billy Budd,Benjamin Britten,2014-02-09
476,Billy Budd,Benjamin Britten,2014-02-11
477,Billy Budd,Benjamin Britten,2014-02-13
478,Capriccio,Richard Strauss,1963-05-22
479,Capriccio,Richard Strauss,1963-05-24
480,Capriccio,Richard Strauss,1963-05-26
481,Capriccio,Richard Strauss,1963-05-30
482,Capriccio,Richard Strauss,1963-06-01
483,Capriccio,Richard Strauss,1963-06-04
484,Capriccio,Richard Strauss,1963-06-09
